Harbour Lane Logistics
Outbound shipments
Exported 2026-06-30

Tracking No,Ship Date,Destination Port,Carrier,Weight (kg),Pallet Count,Declared Value,Customs Ref
HL-003167,2026-04-18,Rotterdam,UPS,235.9,22,38798.33,CR-03167
HL-003168,2026-06-11,Piraeus,Maersk,169.4,17,46871.65,CR-03168
HL-003169,2026-03-12,Gdansk,UPS,154.04,2,29571.8,CR-03169
HL-003170,2026-04-22,Rotterdam,DHL,36.86,18,24986.84,CR-03170
HL-003171,2026-04-03,Rotterdam,DHL,202.19,20,21298.72,CR-03171
HL-003172,2026-01-07,Rotterdam,FedEx,244.52,10,43453.75,
HL-003173,2026-03-08,Algeciras,FedEx,248.07,12,41033.28,CR-03173
HL-003174,2026-04-28,Gdansk,DHL,16.51,19,17230.9,CR-03174
HL-003175,2026-02-16,Rotterdam,DHL,38.03,24,17596.1,CR-03175
HL-003176,2026-03-05,Rotterdam,DHL,329.2,21,16301.1,CR-03176
HL-003177,2026-04-08,Felixstowe,Maersk,349.31,10,40299.38,CR-03177
HL-003178,2026-01-10,Felixstowe,DHL,225.17,16,30741.39,
HL-003179,2026-01-06,Felixstowe,FedEx,295.46,6,32751.13,CR-03179
HL-003180,2026-03-04,Rotterdam,UPS,74.83,6,37430.34,CR-03180
HL-003181,2026-05-05,Felixstowe,FedEx,279.74,11,24063.15,CR-03181
HL-003182,2026-03-20,Gdansk,Maersk,337.18,12,45601.01,CR-03182
HL-003183,2026-03-30,Rotterdam,DHL,25.61,8,40173.54,CR-03183
HL-003184,2026-06-23,Algeciras,UPS,103.57,17,7256.37,CR-03184
HL-003185,2026-05-17,Rotterdam,UPS,373.78,1,30701.21,CR-03185
HL-003186,2026-02-25,Gdansk,FedEx,140.87,18,3238.18,CR-03186
HL-003187,2026-06-22,Algeciras,DHL,34.32,16,34635.31,CR-03187
HL-003188,2026-05-24,Rotterdam,UPS,62.6,11,16734.71,CR-03188
HL-003189,2026-04-11,Rotterdam,DHL,309.16,13,221.1,CR-03189
HL-003190,2026-05-22,Rotterdam,FedEx,340.19,21,21905.41,CR-03190
HL-003191,2026-05-20,Rotterdam,FedEx,179.19,3,20586.02,CR-03191
HL-003192,2026-03-03,Gdansk,FedEx,109.4,16,47099.48,CR-03192
HL-003193,2026-01-02,Gdansk,UPS,66.36,8,40071.64,CR-03193
HL-003194,2026-02-27,Rotterdam,UPS,292.44,23,9298.57,CR-03194
HL-003195,2026-01-15,Gdansk,Maersk,187.41,5,14395.37,CR-03195
HL-003196,2026-03-02,Algeciras,DHL,12.71,6,29701.67,CR-03196
HL-003197,2026-01-30,Piraeus,DHL,83.37,5,10726.35,CR-03197
HL-003198,2026-03-31,Piraeus,DHL,323.08,25,45058.96,CR-03198
HL-003199,2026-01-20,Gdansk,DHL,225.06,17,12956.28,CR-03199
HL-003200,2026-03-09,Rotterdam,DHL,28.35,17,21786.04,CR-03200
HL-003201,2026-03-29,Gdansk,Maersk,177.47,1,29367.35,CR-03201
HL-003202,2026-06-05,Algeciras,DHL,348.06,14,29909.41,CR-03202
HL-003203,2026-04-28,Felixstowe,Maersk,143.92,6,12427.15,CR-03203
HL-003204,2026-04-09,Felixstowe,DHL,42.35,19,45364.48,
HL-003205,2026-02-15,Rotterdam,UPS,278.54,11,42390.54,CR-03205
HL-003206,2026-03-30,Algeciras,FedEx,61.74,11,38711.07,
HL-003207,2026-01-01,Felixstowe,Maersk,41.44,16,3306.36,CR-03207
HL-003208,2026-02-02,Rotterdam,UPS,58.03,9,33458.85,CR-03208
HL-003209,2026-02-09,Felixstowe,UPS,323.06,12,42130.83,CR-03209
HL-003210,2026-05-22,Felixstowe,Maersk,361.74,13,45369.16,CR-03210
HL-003211,2026-01-02,Felixstowe,UPS,113.73,3,43537.15,CR-03211
HL-003212,2026-04-24,Felixstowe,UPS,180.62,8,13460.16,CR-03212
HL-003213,2026-02-13,Felixstowe,UPS,233.41,9,29678.44,CR-03213
HL-003214,2026-05-14,Gdansk,UPS,241.87,2,28144.48,CR-03214
HL-003215,2026-01-29,Rotterdam,UPS,300.8,25,12990.55,CR-03215
HL-003216,2026-05-29,Felixstowe,Maersk,184.04,16,18100.61,CR-03216
HL-003217,2026-01-15,Felixstowe,FedEx,151.26,13,14457.19,CR-03217
HL-003218,2026-04-27,Felixstowe,DHL,36.31,5,26988.8,CR-03218
HL-003219,2026-02-02,Piraeus,DHL,173.2,1,3732.6,CR-03219
HL-003220,2026-01-21,Gdansk,DHL,76.74,6,18198.67,CR-03220
HL-003221,2026-01-31,Gdansk,FedEx,366.6,2,38315.67,CR-03221
HL-003222,2026-06-19,Gdansk,FedEx,69.61,6,18109.72,CR-03222
HL-003223,2026-04-24,Rotterdam,DHL,29.72,9,20245.44,CR-03223
HL-003224,2026-02-27,Rotterdam,UPS,172.02,17,2801.96,CR-03224
HL-003225,2026-04-03,Algeciras,FedEx,202.88,5,16807.54,CR-03225
HL-003226,2026-05-29,Gdansk,DHL,72.65,19,47375.99,CR-03226
HL-003227,2026-05-15,Rotterdam,DHL,49.53,14,24980.25,CR-03227
HL-003228,2026-05-26,Piraeus,DHL,358.67,23,47121.95,CR-03228
HL-003229,2026-04-18,Rotterdam,DHL,210.52,2,47484.52,CR-03229
HL-003230,2026-06-04,Rotterdam,Maersk,336.27,18,3117.42,
HL-003231,2026-05-14,Felixstowe,FedEx,158.42,2,41468.12,CR-03231
HL-003232,2026-02-04,Algeciras,FedEx,187.14,17,25784.89,CR-03232
HL-003233,2026-03-24,Rotterdam,UPS,301.6,9,31004.12,CR-03233
HL-003234,2026-05-15,Rotterdam,DHL,284.6,18,4610.36,CR-03234
HL-003235,2026-03-18,Felixstowe,DHL,316.95,10,42375.86,CR-03235
HL-003236,2026-02-22,Gdansk,FedEx,233.45,26,23675.01,CR-03236
HL-003237,2026-05-10,Gdansk,FedEx,316.92,12,35322,CR-03237
HL-003238,2026-06-24,Rotterdam,FedEx,134.12,19,27341.14,CR-03238
HL-003239,2026-03-15,Gdansk,Maersk,111.98,9,33891.61,CR-03239
HL-003240,2026-06-14,Gdansk,FedEx,278.96,8,35399.49,CR-03240
HL-003241,2026-03-16,Rotterdam,DHL,208.91,21,41219.26,CR-03241
HL-003242,2026-03-06,Felixstowe,FedEx,5.83,26,17274.09,
HL-003243,2026-01-28,Gdansk,Maersk,67.46,2,21963.71,CR-03243
HL-003244,2026-05-06,Felixstowe,FedEx,118.93,8,40178.55,CR-03244
HL-003245,2026-05-18,Rotterdam,UPS,107.47,15,17887.72,CR-03245
HL-003246,2026-05-15,Piraeus,Maersk,325.28,16,11326.1,CR-03246
HL-003247,2026-05-06,Gdansk,DHL,147.77,25,14469.49,CR-03247
HL-003248,2026-04-23,Rotterdam,UPS,189.45,17,44319.35,CR-03248
HL-003249,2026-04-24,Rotterdam,DHL,196.78,11,8328.43,
HL-003250,2026-01-03,Felixstowe,UPS,155.87,17,32838.77,CR-03250
HL-003251,2026-06-05,Rotterdam,DHL,97.59,17,22785.13,CR-03251
HL-003252,2026-02-08,Algeciras,UPS,112.39,7,38011.76,CR-03252
HL-003253,2026-02-19,Gdansk,UPS,38.94,22,9708.72,CR-03253
HL-003254,2026-05-05,Algeciras,DHL,255.78,1,33097.87,CR-03254
HL-003255,2026-01-03,Felixstowe,DHL,189.15,2,29976,CR-03255
HL-003256,2026-03-09,Gdansk,DHL,74.23,7,19141.34,CR-03256
HL-003257,2026-05-19,Felixstowe,UPS,125.7,5,6859.06,CR-03257
HL-003258,2026-01-04,Algeciras,DHL,184.68,12,18667.21,CR-03258
HL-003259,2026-06-20,Rotterdam,DHL,33.07,23,32588.21,CR-03259
HL-003260,2026-04-18,Rotterdam,FedEx,128.44,16,28267.1,CR-03260
HL-003261,2026-05-14,Felixstowe,DHL,175.98,25,13528.44,CR-03261
HL-003262,2026-05-01,Algeciras,UPS,170.46,16,24353.43,CR-03262
HL-003263,2026-01-17,Rotterdam,FedEx,284.43,17,18223.24,CR-03263
HL-003264,2026-05-20,Rotterdam,FedEx,209.4,3,8790.14,CR-03264
HL-003265,2026-01-15,Felixstowe,DHL,260.82,2,25690.21,CR-03265
HL-003266,2026-05-24,Gdansk,FedEx,375.01,14,30228.45,CR-03266
HL-003267,2026-06-17,Rotterdam,DHL,48.02,17,15063.9,CR-03267
HL-003268,2026-03-28,Piraeus,DHL,176.56,9,43962.06,CR-03268
HL-003269,2026-01-25,Felixstowe,Maersk,342.61,21,46138.16,CR-03269
HL-003270,2026-04-21,Gdansk,UPS,251.84,9,46723.45,CR-03270
HL-003271,2026-03-13,Piraeus,DHL,6.01,18,33499.09,CR-03271
HL-003272,2026-06-26,Gdansk,Maersk,163.35,6,38331.06,CR-03272
HL-003273,2026-04-04,Felixstowe,UPS,17.83,6,3676.88,CR-03273
HL-003274,2026-06-11,Gdansk,UPS,125.61,25,45383.7,CR-03274
HL-003275,2026-05-21,Rotterdam,DHL,86.95,15,7904.13,CR-03275
HL-003276,2026-05-26,Rotterdam,UPS,148.9,23,21676.59,CR-03276
HL-003277,2026-02-13,Felixstowe,DHL,139.25,9,31557.35,CR-03277
HL-003278,2026-01-11,Felixstowe,DHL,207.08,23,25848.55,CR-03278
HL-003279,2026-04-18,Piraeus,UPS,23.11,3,31479.81,CR-03279
HL-003280,2026-05-03,Felixstowe,UPS,254.74,20,19961.62,CR-03280
HL-003281,2026-03-23,Gdansk,Maersk,327.64,2,11007.01,CR-03281
HL-003282,2026-03-20,Rotterdam,Maersk,52.73,13,4651.48,CR-03282
HL-003283,2026-01-23,Felixstowe,FedEx,271.99,19,15228.52,CR-03283
HL-003284,2026-04-30,Gdansk,DHL,48.13,22,34358.05,
HL-003285,2026-01-21,Felixstowe,UPS,124.18,24,30610.85,CR-03285
HL-003286,2026-02-02,Rotterdam,UPS,149.72,15,14336.98,CR-03286
HL-003287,2026-01-08,Gdansk,Maersk,202.52,7,41545.56,CR-03287
HL-003288,2026-06-20,Rotterdam,DHL,157.97,3,699.87,CR-03288
HL-003289,2026-06-08,Felixstowe,DHL,19.07,10,9158.32,CR-03289
HL-003290,2026-02-19,Rotterdam,DHL,377,17,1507.09,CR-03290
HL-003291,2026-02-23,Rotterdam,DHL,112.39,17,28751.86,CR-03291
HL-003292,2026-01-02,Algeciras,FedEx,38.18,5,32545.76,CR-03292
HL-003293,2026-06-06,Felixstowe,DHL,372.28,12,11992.75,CR-03293
HL-003294,2026-05-08,Rotterdam,UPS,303.6,16,31666.51,CR-03294
HL-003295,2026-05-29,Gdansk,DHL,336.77,12,21574.61,CR-03295
HL-003296,2026-05-05,Piraeus,DHL,240.55,3,37015.05,CR-03296
HL-003297,2026-03-20,Rotterdam,Maersk,29.34,10,33914.06,CR-03297
HL-003298,2026-01-28,Rotterdam,Maersk,363.97,13,23377.01,CR-03298
HL-003299,2026-06-03,Gdansk,DHL,278.22,18,25775.94,CR-03299
HL-003300,2026-02-08,Gdansk,UPS,233.81,10,26081.95,CR-03300
HL-003301,2026-01-06,Felixstowe,DHL,237.41,12,39781.4,CR-03301
HL-003302,2026-05-29,Rotterdam,UPS,234.56,6,23855.47,CR-03302
HL-003303,2026-02-11,Algeciras,Maersk,103.79,14,4052.78,CR-03303
HL-003304,2026-01-07,Rotterdam,DHL,143.9,21,24453.45,CR-03304
HL-003305,2026-03-11,Algeciras,FedEx,122.06,17,10273.22,CR-03305
HL-003306,2026-05-18,Gdansk,FedEx,139.43,11,27681.97,CR-03306
HL-003307,2026-01-19,Gdansk,DHL,240.53,9,28059.01,CR-03307
HL-003308,2026-04-16,Rotterdam,Maersk,77.57,6,35329.28,CR-03308
HL-003309,2026-02-20,Rotterdam,DHL,58.29,5,40779.6,CR-03309
HL-003310,2026-06-14,Rotterdam,DHL,1.58,12,30845.2,CR-03310
HL-003311,2026-05-12,Gdansk,FedEx,17.95,17,33253.92,CR-03311
HL-003312,2026-01-01,Gdansk,DHL,200.27,21,6277.62,CR-03312
HL-003313,2026-04-11,Piraeus,DHL,270.9,15,21685.75,CR-03313
HL-003314,2026-04-25,Piraeus,DHL,80.98,11,14727.32,CR-03314
HL-003315,2026-02-08,Felixstowe,DHL,349.19,2,27650.95,CR-03315
HL-003316,2026-01-13,Rotterdam,UPS,363.74,11,42390.31,CR-03316
HL-003317,2026-02-10,Rotterdam,Maersk,68.38,14,382.3,CR-03317
HL-003318,2026-04-06,Algeciras,Maersk,76.94,4,44916.19,CR-03318
HL-003319,2026-02-02,Gdansk,Maersk,339.54,18,44731.59,CR-03319
HL-003320,2026-04-28,Felixstowe,DHL,185.32,19,15927.27,CR-03320
HL-003321,2026-06-12,Gdansk,DHL,136.68,15,2625.79,CR-03321
HL-003322,2026-03-08,Gdansk,FedEx,49.48,19,16004.99,
HL-003323,2026-04-21,Rotterdam,FedEx,96.33,7,9465.23,CR-03323
HL-003324,2026-05-25,Felixstowe,DHL,167.46,18,43220.24,CR-03324
HL-003325,2026-03-14,Rotterdam,FedEx,284.47,5,15468.25,CR-03325
HL-003326,2026-06-08,Rotterdam,DHL,244.71,15,10065.13,CR-03326
HL-003327,2026-02-07,Algeciras,DHL,78.83,13,37183.86,CR-03327
HL-003328,2026-02-21,Felixstowe,UPS,307.68,25,42344.41,CR-03328
HL-003329,2026-05-26,Rotterdam,FedEx,186.5,20,25054.02,CR-03329
HL-003330,2026-03-08,Rotterdam,DHL,370.91,13,16708.71,CR-03330
HL-003331,2026-01-01,Felixstowe,UPS,13.79,25,7487.21,CR-03331
HL-003332,2026-06-16,Rotterdam,UPS,106.72,23,42564.82,CR-03332
HL-003333,2026-04-18,Rotterdam,FedEx,337.3,7,27915.58,CR-03333
HL-003334,2026-02-27,Felixstowe,DHL,366.38,13,3477.81,CR-03334
HL-003335,2026-05-23,Felixstowe,DHL,290.99,20,4275.74,CR-03335
HL-003336,2026-05-30,Algeciras,UPS,230.52,6,4077.13,CR-03336
HL-003337,2026-05-02,Gdansk,DHL,174.88,21,13779.3,CR-03337
HL-003338,2026-01-28,Felixstowe,DHL,19.66,5,23169.47,CR-03338
HL-003339,2026-04-17,Gdansk,Maersk,378.07,21,26489.71,CR-03339
HL-003340,2026-06-30,Rotterdam,FedEx,338.77,9,40134.43,
HL-003341,2026-04-20,Gdansk,DHL,213.9,10,28818.87,
HL-003342,2026-04-02,Felixstowe,FedEx,80.2,4,25687.28,CR-03342
HL-003343,2026-04-23,Rotterdam,DHL,37.3,2,13921.33,CR-03343
HL-003344,2026-03-05,Felixstowe,FedEx,119.21,10,3951.22,CR-03344
HL-003345,2026-05-06,Gdansk,DHL,78.63,6,13692.58,CR-03345
HL-003346,2026-01-07,Piraeus,DHL,24.13,22,25321.42,CR-03346
HL-003347,2026-01-27,Rotterdam,DHL,114.74,17,47288.28,CR-03347
HL-003348,2026-01-27,Gdansk,FedEx,228.5,9,41868.84,CR-03348
HL-003349,2026-02-07,Gdansk,UPS,55.35,20,45671.17,CR-03349
HL-003350,2026-01-18,Gdansk,DHL,369.78,6,8932.74,CR-03350
HL-003351,2026-02-09,Rotterdam,FedEx,103.68,23,42201.34,CR-03351
HL-003352,2026-02-28,Rotterdam,UPS,61.45,8,16584.83,CR-03352
HL-003353,2026-03-16,Rotterdam,DHL,316.9,12,42549.96,CR-03353
HL-003354,2026-03-07,Rotterdam,UPS,303.32,8,29661.33,CR-03354
HL-003355,2026-06-06,Rotterdam,DHL,279.35,16,14074.72,CR-03355
HL-003356,2026-01-29,Piraeus,DHL,107.06,9,37811.13,CR-03356
HL-003357,2026-06-17,Algeciras,FedEx,281.47,4,46706.13,CR-03357
HL-003358,2026-05-13,Rotterdam,FedEx,196.56,23,4806.3,CR-03358
HL-003359,2026-01-06,Felixstowe,UPS,63.28,1,39675.62,CR-03359
HL-003360,2026-02-07,Rotterdam,DHL,209.33,4,14889.39,CR-03360
HL-003361,2026-06-03,Felixstowe,FedEx,29.7,2,46679.02,CR-03361
HL-003362,2026-01-05,Gdansk,UPS,302.9,17,32705.72,CR-03362
HL-003363,2026-02-20,Rotterdam,DHL,351.01,9,6838.57,CR-03363
HL-003364,2026-05-29,Gdansk,UPS,292.46,25,10197.18,CR-03364
HL-003365,2026-04-16,Algeciras,DHL,160.06,16,39084.21,CR-03365
HL-003366,2026-01-14,Piraeus,FedEx,167.31,7,29878.12,CR-03366
HL-003367,2026-01-16,Felixstowe,FedEx,258.98,11,14551.23,CR-03367
HL-003368,2026-06-21,Rotterdam,DHL,361.35,8,13290.18,CR-03368
HL-003369,2026-06-15,Gdansk,UPS,86.74,2,4096.43,CR-03369
HL-003370,2026-05-31,Piraeus,FedEx,203.1,13,4982.95,CR-03370
HL-003371,2026-04-17,Rotterdam,DHL,282.39,11,10254.51,CR-03371
HL-003372,2026-05-26,Rotterdam,DHL,340.43,14,41335.21,CR-03372
HL-003373,2026-02-26,Gdansk,UPS,207.35,5,3607.69,CR-03373
HL-003374,2026-02-02,Rotterdam,Maersk,204.89,5,6191.35,CR-03374
HL-003375,2026-05-08,Algeciras,UPS,189.89,19,30908.78,CR-03375
HL-003376,2026-01-21,Rotterdam,DHL,155.72,12,26053.28,
HL-003377,2026-05-29,Felixstowe,Maersk,348.2,3,5399.75,CR-03377
HL-003378,2026-01-06,Gdansk,FedEx,138.69,21,43779.42,CR-03378
HL-003379,2026-04-05,Gdansk,UPS,32.47,8,14650.12,CR-03379
HL-003380,2026-05-15,Gdansk,UPS,52.36,10,37216.88,CR-03380
HL-003381,2026-03-09,Rotterdam,Maersk,269.27,22,20745.67,CR-03381
HL-003382,2026-04-22,Felixstowe,Maersk,103.57,19,4241.43,CR-03382
HL-003383,2026-04-27,Piraeus,DHL,359.99,8,7660.18,CR-03383
HL-003384,2026-02-28,Rotterdam,Maersk,286.98,8,36227.61,CR-03384
HL-003385,2026-03-27,Piraeus,DHL,297.73,3,34678.32,CR-03385
HL-003386,2026-01-19,Rotterdam,UPS,114.88,24,29866.06,CR-03386
HL-003387,2026-06-29,Felixstowe,FedEx,114.16,7,8334.03,CR-03387
HL-003388,2026-05-21,Felixstowe,DHL,7.62,15,46294.95,CR-03388
HL-003389,2026-05-11,Rotterdam,DHL,171.62,19,46595.54,CR-03389
HL-003390,2026-04-01,Felixstowe,FedEx,349.33,12,26181.65,CR-03390
HL-003391,2026-01-03,Felixstowe,Maersk,207.59,10,20631.14,CR-03391
HL-003392,2026-04-02,Felixstowe,UPS,211.45,2,7169.8,CR-03392
HL-003393,2026-04-08,Gdansk,UPS,47.81,5,15046.99,CR-03393
HL-003394,2026-02-11,Felixstowe,UPS,137.36,3,27887.06,CR-03394
HL-003395,2026-06-16,Piraeus,Maersk,337.66,25,39144.83,CR-03395
HL-003396,2026-06-05,Felixstowe,DHL,347.51,2,39940.65,CR-03396
HL-003397,2026-05-02,Rotterdam,DHL,7.58,25,8362.44,CR-03397
HL-003398,2026-02-23,Rotterdam,FedEx,9.96,26,26078.9,CR-03398
HL-003399,2026-05-06,Felixstowe,DHL,228.6,8,6883.45,CR-03399
HL-003400,2026-04-27,Rotterdam,DHL,311.59,13,2082.91,CR-03400
HL-003401,2026-02-15,Gdansk,FedEx,100.9,23,23030.95,
HL-003402,2026-06-09,Felixstowe,DHL,246.41,26,40945.17,CR-03402
HL-003403,2026-01-19,Algeciras,Maersk,252.14,7,4553.2,CR-03403
HL-003404,2026-06-17,Gdansk,FedEx,210.73,20,20880.28,CR-03404
HL-003405,2026-02-12,Rotterdam,DHL,92.03,13,42111.11,CR-03405
HL-003406,2026-03-02,Felixstowe,Maersk,375.72,11,1824.68,CR-03406
HL-003407,2026-04-29,Felixstowe,DHL,41.53,16,6873.57,CR-03407
HL-003408,2026-03-23,Gdansk,DHL,318.49,19,6729.75,CR-03408
HL-003409,2026-05-22,Felixstowe,DHL,352.32,4,25610.12,CR-03409
HL-003410,2026-01-10,Algeciras,DHL,279.69,10,20615.71,CR-03410
HL-003411,2026-01-11,Felixstowe,UPS,241.49,10,24165.35,CR-03411
HL-003412,2026-03-13,Piraeus,DHL,63.35,2,38210.42,CR-03412
HL-003413,2026-04-09,Felixstowe,DHL,358.05,19,44862.83,CR-03413
HL-003414,2026-01-08,Rotterdam,FedEx,346.79,10,44034.35,CR-03414
HL-003415,2026-05-21,Rotterdam,FedEx,177.03,5,34140.33,CR-03415
HL-003416,2026-03-12,Rotterdam,DHL,6.07,22,11581.44,CR-03416
HL-003417,2026-01-13,Gdansk,DHL,359.75,7,46481.99,CR-03417
HL-003418,2026-06-13,Algeciras,DHL,308.12,13,11374.94,CR-03418
HL-003419,2026-03-20,Algeciras,UPS,91.98,13,8944.87,CR-03419
HL-003420,2026-01-19,Algeciras,DHL,291.7,13,40483.73,CR-03420
HL-003421,2026-01-08,Piraeus,DHL,207.34,7,16628.17,CR-03421
HL-003422,2026-06-11,Felixstowe,DHL,135.9,9,37953.56,CR-03422
HL-003423,2026-05-23,Rotterdam,UPS,198.68,3,28767.49,CR-03423
HL-003424,2026-03-26,Felixstowe,UPS,150.18,13,41136.64,CR-03424
HL-003425,2026-06-22,Piraeus,FedEx,69.64,9,30432.29,CR-03425
HL-003426,2026-05-22,Gdansk,FedEx,22.28,3,20621.45,CR-03426
HL-003427,2026-05-01,Rotterdam,Maersk,313.88,3,16657.27,CR-03427
HL-003428,2026-01-02,Rotterdam,UPS,56.17,3,33049.96,CR-03428
HL-003429,2026-05-19,Algeciras,FedEx,256.63,23,19982.86,CR-03429
HL-003430,2026-03-31,Gdansk,FedEx,145.66,9,40407.24,CR-03430
HL-003431,2026-06-02,Rotterdam,FedEx,239.58,10,47362.51,CR-03431
HL-003432,2026-01-02,Piraeus,Maersk,131.15,13,46668.18,CR-03432
HL-003433,2026-04-10,Felixstowe,DHL,74.7,12,14354.78,CR-03433
HL-003434,2026-03-08,Piraeus,FedEx,37.33,12,25858.84,CR-03434
HL-003435,2026-03-11,Rotterdam,DHL,347.77,19,35196.57,CR-03435
HL-003436,2026-03-05,Gdansk,FedEx,22.69,6,29145.03,CR-03436
HL-003437,2026-03-02,Felixstowe,Maersk,371.53,18,11594.64,CR-03437
HL-003438,2026-05-22,Rotterdam,Maersk,273.62,12,7448.97,CR-03438
HL-003439,2026-05-23,Gdansk,Maersk,47.57,16,21394.28,CR-03439
HL-003440,2026-05-05,Algeciras,DHL,106.88,10,15572.57,CR-03440
HL-003441,2026-04-02,Felixstowe,FedEx,22.79,21,8392.72,CR-03441
HL-003442,2026-04-10,Rotterdam,Maersk,76.94,23,12564.64,CR-03442
HL-003443,2026-05-03,Rotterdam,UPS,150.64,6,35172.81,CR-03443
HL-003444,2026-06-08,Rotterdam,UPS,318.97,3,1838.53,CR-03444
HL-003445,2026-06-15,Gdansk,DHL,267.41,20,38820.05,CR-03445
HL-003446,2026-03-16,Rotterdam,Maersk,8.8,16,17567.66,CR-03446
HL-003447,2026-02-08,Piraeus,DHL,86.23,3,36221.64,CR-03447
HL-003448,2026-05-27,Gdansk,Maersk,249.01,21,38371.73,CR-03448
HL-003449,2026-06-08,Rotterdam,FedEx,48.34,14,26092.78,CR-03449
HL-003450,2026-06-16,Gdansk,FedEx,261.43,11,3589.88,CR-03450
HL-003451,2026-04-29,Felixstowe,UPS,90.49,8,14555.3,CR-03451
HL-003452,2026-04-11,Rotterdam,FedEx,71.33,2,46871.51,CR-03452
HL-003453,2026-01-08,Felixstowe,UPS,164.7,22,31628.7,CR-03453
HL-003454,2026-02-11,Algeciras,Maersk,369.76,4,26168.02,CR-03454
HL-003455,2026-05-20,Rotterdam,DHL,332.66,6,22298.14,CR-03455
HL-003456,2026-04-09,Rotterdam,UPS,160.23,12,43945.23,CR-03456
HL-003457,2026-03-30,Algeciras,Maersk,314.6,15,47499.32,CR-03457
HL-003458,2026-02-21,Rotterdam,DHL,145.09,10,22917.56,CR-03458
HL-003459,2026-04-09,Gdansk,FedEx,202.86,3,12070.61,CR-03459
HL-003460,2026-05-18,Gdansk,DHL,334.96,8,12513.58,CR-03460
HL-003461,2026-01-25,Piraeus,UPS,283.47,24,33295.69,
HL-003462,2026-05-23,Algeciras,DHL,294.62,8,35384.39,CR-03462
HL-003463,2026-05-27,Felixstowe,Maersk,365.62,10,12501.53,CR-03463
HL-003464,2026-05-29,Rotterdam,DHL,124.19,19,32623.36,CR-03464
HL-003465,2026-06-18,Felixstowe,UPS,332.7,23,190.58,CR-03465
HL-003466,2026-05-09,Gdansk,DHL,311.71,16,35197.94,CR-03466
HL-003467,2026-04-12,Gdansk,FedEx,303.11,20,17408.28,CR-03467
HL-003468,2026-06-07,Gdansk,UPS,236.16,10,38971.64,
HL-003469,2026-01-21,Algeciras,DHL,275.23,20,29585.43,CR-03469
HL-003470,2026-04-24,Gdansk,Maersk,192.76,15,38303.56,CR-03470
HL-003471,2026-05-10,Algeciras,DHL,140.84,3,43377.22,CR-03471
HL-003472,2026-05-19,Algeciras,DHL,362.23,5,29269.3,CR-03472
HL-003473,2026-04-12,Algeciras,FedEx,239.09,5,5995.45,CR-03473
HL-003474,2026-02-11,Algeciras,UPS,122.77,20,11274.94,CR-03474
HL-003475,2026-05-25,Piraeus,DHL,348.76,2,29598.73,CR-03475
HL-003476,2026-05-27,Rotterdam,DHL,46.21,7,3123.89,CR-03476
HL-003477,2026-01-13,Rotterdam,DHL,173.64,16,1009.87,CR-03477
HL-003478,2026-05-02,Algeciras,FedEx,252.59,7,8363.32,CR-03478
HL-003479,2026-03-26,Felixstowe,Maersk,135.63,3,11472.44,CR-03479
HL-003480,2026-06-15,Rotterdam,UPS,20.16,5,40072.11,CR-03480
HL-003481,2026-03-24,Rotterdam,DHL,201.4,5,12366.83,CR-03481
HL-003482,2026-02-25,Rotterdam,DHL,332.39,18,34281.87,CR-03482
HL-003483,2026-05-21,Gdansk,UPS,97.6,18,44980.36,CR-03483
HL-003484,2026-02-06,Felixstowe,UPS,272.55,10,7706.96,CR-03484
HL-003485,2026-01-22,Rotterdam,Maersk,15.02,15,33825.52,CR-03485
HL-003486,2026-05-10,Piraeus,FedEx,272.36,5,8380.82,
HL-003487,2026-05-31,Rotterdam,DHL,92.23,6,34609.85,CR-03487
HL-003488,2026-03-16,Felixstowe,UPS,14.89,23,5188.26,CR-03488
HL-003489,2026-02-25,Piraeus,DHL,242.18,4,45742.48,CR-03489
HL-003490,2026-03-08,Rotterdam,UPS,112.46,10,13466.72,CR-03490
HL-003491,2026-06-19,Felixstowe,UPS,311.04,6,7601.53,CR-03491
HL-003492,2026-02-07,Felixstowe,FedEx,188.28,6,23216.37,CR-03492
HL-003493,2026-05-12,Rotterdam,Maersk,67.56,6,23795.88,CR-03493
HL-003494,2026-05-11,Rotterdam,UPS,18.17,2,22975.15,
HL-003495,2026-02-19,Rotterdam,DHL,126.27,20,45937.31,CR-03495
HL-003496,2026-05-20,Rotterdam,Maersk,53.09,22,45717.96,CR-03496
HL-003497,2026-03-30,Felixstowe,Maersk,192.39,16,32253.55,CR-03497
HL-003498,2026-01-05,Rotterdam,UPS,128.03,6,28230.64,CR-03498
HL-003499,2026-05-11,Rotterdam,UPS,49.43,15,14205.52,CR-03499
HL-003500,2026-03-16,Rotterdam,DHL,317.78,1,43829.27,
HL-003501,2026-02-12,Piraeus,DHL,79.97,17,22357,CR-03501
HL-003502,2026-03-04,Rotterdam,UPS,57.93,13,13480.84,CR-03502
HL-003503,2026-02-10,Felixstowe,DHL,315.87,17,6512.59,CR-03503
HL-003504,2026-06-12,Rotterdam,Maersk,237.57,22,6580.09,CR-03504
HL-003505,2026-06-08,Rotterdam,FedEx,257.1,14,31275.74,CR-03505
HL-003506,2026-03-29,Felixstowe,DHL,61.35,2,11551.23,CR-03506
HL-003507,2026-03-22,Piraeus,UPS,168.26,6,23553.45,CR-03507
HL-003508,2026-03-29,Algeciras,DHL,353.54,10,41846.33,CR-03508
