Date,Transaction Type,No.,Memo/Description,Account No.,Account,Debit,Credit,Created By,Created
,,,Invoice 2025-4856,4010,Revenue:Product,,"1,809.81",,
,,,Invoice 2025-4856,2100,Sales tax payable,,361.96,,
06/17/2025,Invoice,1398,Retainer 4979,1200,Accounts receivable,"8,878.26",,s.pettersen,06/17/2025 7:11:43 AM
,,,Retainer 4979,4010,Revenue:Product,,"7,398.55",,
,,,Retainer 4979,2100,Sales tax payable,,"1,479.71",,
06/18/2025,Expense,1377,Supplier invoice 4932,6200,Professional fees,"2,162.31",,m.laurent,06/18/2025 3:26:54 AM
,,,Supplier invoice 4932,1010,Cash and cash equivalents:Operating account,,"2,162.31",,
06/19/2025,Payment,1352,Customer payment 4893,1010,Cash and cash equivalents:Operating account,"14,421.31",,d.okonkwo,06/19/2025 5:06:29 PM
,,,Customer payment 4893,1200,Accounts receivable,,"14,421.31",,
06/19/2025,Payment,1380,Customer payment 4937,1010,Cash and cash equivalents:Operating account,"19,816.64",,d.okonkwo,06/19/2025 7:27:43 AM
,,,Customer payment 4937,1200,Accounts receivable,,"19,816.64",,
06/21/2025,Payment,1382,Customer payment 4940,1010,Cash and cash equivalents:Operating account,"11,075.08",,s.pettersen,06/21/2025 8:32:28 PM
,,,Customer payment 4940,1200,Accounts receivable,,"11,075.08",,
06/21/2025,Bill,1389,Purchase order 4958,6500,Bank charges,982.15,,s.pettersen,06/21/2025 8:39:56 AM
,,,Purchase order 4958,2010,Accounts payable,,982.15,,
06/22/2025,Payment,1349,Customer payment 4885,01010,Cash and cash equivalents:Operating account,"13,594.37",,m.laurent,06/22/2025 8:10:00 PM
,,,Customer payment 4885,1200,Accounts receivable,,"13,594.37",,
06/22/2025,Bill,1394,Supplier invoice 4972,6200,Professional fees,"6,565.02",,d.okonkwo,06/22/2025 12:56:37 AM
,,,Supplier invoice 4972,2010,Accounts payable,,"6,565.02",,
06/23/2025,Invoice,1338,Retainer 4860,1200,Accounts receivable,"12,792.28",,s.pettersen,06/23/2025 11:37:29 AM
,,,Retainer 4860,4020,Revenue:Services,,"10,660.23",,
,,,Retainer 4860,02100,Sales tax payable,,"2,132.05",,
06/23/2025,Journal Entry,1342,Reclassification,6100,Rent,"5,775.07",,System Administrator,06/23/2025 5:19:47 PM
,,,Reclassification,5010,Cost of sales:Materials,,"5,775.07",,
06/23/2025,Sales Receipt,1366,Invoice 2025-4916,1010,Cash and cash equivalents:Operating account,"1,795.99",,d.okonkwo,06/23/2025 11:25:24 AM
,,,Invoice 2025-4916,4010,Revenue:Product,,"1,496.66",,
,,,Invoice 2025-4916,2100,Sales tax payable,,299.33,,
06/23/2025,Vendor Credit,1405,Supplier credit 4989,2010,Accounts payable,"1,988.47",,s.pettersen,06/23/2025 4:36:10 PM
,,,Supplier credit 4989,6400,Travel and entertainment,,"1,988.47",,
06/24/2025,Payment,1344,Customer payment 4874,1010,Cash and cash equivalents:Operating account,615.42,,m.laurent,06/24/2025 10:00:33 PM
,,,Customer payment 4874,1200,Accounts receivable,,615.42,,
06/24/2025,Payment,1357,Customer payment 4903,1010,Cash and cash equivalents:Operating account,"14,207.60",,System Administrator,06/24/2025 12:54:03 AM
,,,Customer payment 4903,1200,Accounts receivable,,"14,207.60",,
06/25/2025,Invoice,1360,Invoice 2025-4908,1200,Accounts receivable,"2,440.72",,s.pettersen,06/25/2025 2:48:57 PM
,,,Invoice 2025-4908,4010,Revenue:Product,,"2,033.93",,
,,,Invoice 2025-4908,2100,Sales tax payable,,406.79,,
06/25/2025,Journal Entry,1378,Deferred revenue release,2400,Deferred revenue,"1,605.18",,s.pettersen,06/25/2025 8:51:47 AM
,,,Deferred revenue release,4020,Revenue:Services,,"1,605.17",,
06/25/2025,Invoice,1403,Invoice 2025-4986,1200,Accounts receivable,"18,330.53",,System Administrator,06/25/2025 2:35:55 PM
,,,Invoice 2025-4986,4010,Revenue:Product,,"15,275.44",,
,,,Invoice 2025-4986,2100,Sales tax payable,,"3,055.09",,
06/25/2025,Deposit,1407,Bank deposit 4992,1010,Cash and cash equivalents:Operating account,"7,906.57",,m.laurent,06/25/2025 11:44:12 PM
,,,Bank deposit 4992,2400,Deferred revenue,,"7,906.57",,
06/26/2025,Credit Memo,1355,Credit note 4897,4090,Sales discounts,"1,263.25",,s.pettersen,06/26/2025 2:23:25 PM
,,,Credit note 4897,1200,Accounts receivable,,"1,263.25",,
06/26/2025,Invoice,1364,Invoice 2025-4913,1200,Accounts receivable,"18,458.27",,s.pettersen,06/26/2025 6:03:22 AM
,,,Invoice 2025-4913,4010,Revenue:Product,,"15,381.89",,
,,,Invoice 2025-4913,2100,Sales tax payable,,"3,076.38",,
06/26/2025,Journal Entry,1402,Accrual reversal,2050,Accrued liabilities,555.69,,System Administrator,06/26/2025 10:50:36 AM
,,,Accrual reversal,6250,Software subscriptions,,555.69,,
06/27/2025,Bill,1335,Reimbursement 4857,6100,Rent,"10,269.87",,System Administrator,06/27/2025 3:00:29 AM
,,,Reimbursement 4857,2010,Accounts payable,,"10,269.87",,
06/27/2025,Bill,1345,Monthly service 4877,6400,Travel and entertainment,"2,103.96",,m.laurent,06/27/2025 7:38:19 AM
,,,Monthly service 4877,2010,Accounts payable,,"2,103.96",,
06/27/2025,Bill Payment (Check),1387,Payment to supplier 4952,2010,Accounts payable,"5,887.03",,s.pettersen,06/27/2025 8:59:01 PM
,,,Payment to supplier 4952,1010,Cash and cash equivalents:Operating account,,"5,887.03",,
06/27/2025,Bill Payment (Check),1396,Payment to supplier 4976,2010,Accounts payable,"6,284.03",,a.varga,06/27/2025 4:10:44 AM
,,,Payment to supplier 4976,1010,Cash and cash equivalents:Operating account,,"6,284.03",,
06/28/2025,Bill Payment (Check),1369,Payment to supplier 4921,2010,Accounts payable,"3,228.18",,s.pettersen,06/28/2025 5:30:40 AM
,,,Payment to supplier 4921,1010,Cash and cash equivalents:Operating account,,"3,228.18",,
06/28/2025,Invoice,1386,Licence renewal 4949,1200,Accounts receivable,"2,427.94",,m.laurent,06/28/2025 11:31:19 PM
,,,Licence renewal 4949,4020,Revenue:Services,,"2,023.28",,
,,,Licence renewal 4949,2100,Sales tax payable,,404.66,,
06/28/2025,Bill,1397,Purchase order 4977,5020,Cost of sales:Freight,"2,164.14",,d.okonkwo,06/28/2025 11:38:13 PM
,,,Purchase order 4977,2010,Accounts payable,,"2,164.14",,
06/28/2025,Sales Receipt,1399,Invoice 2025-4980,1010,Cash and cash equivalents:Operating account,"3,259.22",,d.okonkwo,06/28/2025 1:39:52 PM
,,,Invoice 2025-4980,04010,Revenue:Product,,"2,716.02",,
,,,Invoice 2025-4980,02100,Sales tax payable,,543.20,,
06/28/2025,Invoice,1409,Licence renewal 4995,1200,Accounts receivable,"20,262.10",,d.okonkwo,06/28/2025 3:13:34 PM
,,,Licence renewal 4995,4020,Revenue:Services,,"16,885.08",,
,,,Licence renewal 4995,2100,Sales tax payable,,"3,377.02",,
06/29/2025,Invoice,1371,Invoice 2025-4923,1200,Accounts receivable,"13,364.27",,a.varga,06/29/2025 7:44:13 PM
,,,Invoice 2025-4923,4020,Revenue:Services,,"11,136.89",,
,,,Invoice 2025-4923,2100,Sales tax payable,,"2,227.38",,
06/29/2025,Expense,1374,Purchase order 4928,6110,Utilities,662.06,,System Administrator,06/29/2025 12:19:35 AM
,,,Purchase order 4928,01010,Cash and cash equivalents:Operating account,,662.06,,
06/30/2025,Payment,1353,Customer payment 4894,01010,Cash and cash equivalents:Operating account,"9,199.35",,m.laurent,06/30/2025 1:24:14 AM
,,,Customer payment 4894,1200,Accounts receivable,,"9,199.35",,
06/30/2025,Bill,1358,Purchase order 4904,6500,Bank charges,"8,577.36",,m.laurent,06/30/2025 10:49:34 PM
,,,Purchase order 4904,2010,Accounts payable,,"8,577.36",,
06/30/2025,Invoice,1367,Progress billing 4918,1200,Accounts receivable,"8,334.14",,d.okonkwo,06/30/2025 9:50:22 PM
,,,Progress billing 4918,4010,Revenue:Product,,"6,945.12",,
,,,Progress billing 4918,2100,Sales tax payable,,"1,389.02",,
06/30/2025,Bill,1373,Purchase order 4927,5010,Cost of sales:Materials,"1,473.80",,a.varga,06/30/2025 2:28:20 AM
,,,Purchase order 4927,2010,Accounts payable,,"1,473.80",,
06/30/2025,Bill,1393,Monthly service 4969,6250,Software subscriptions,"1,306.50",,d.okonkwo,06/30/2025 6:33:54 PM
,,,Monthly service 4969,2010,Accounts payable,,"1,306.50",,
06/30/2025,Transfer,1406,Transfer between bank accounts,1020,Cash and cash equivalents:Payroll account,"42,402.65",,d.okonkwo,06/30/2025 12:38:44 AM
,,,Transfer between bank accounts,1010,Cash and cash equivalents:Operating account,,"42,402.65",,
,,,Total for June 2025,,,"563,340.39","563,340.39",,
07/01/2025,Invoice,1420,Invoice 2025-5015,1200,Accounts receivable,"15,665.27",,a.varga,07/01/2025 10:29:24 PM
,,,Invoice 2025-5015,4020,Revenue:Services,,"13,054.39",,
,,,Invoice 2025-5015,2100,Sales tax payable,,"2,610.88",,
07/01/2025,Bill,1426,Purchase order 5028,6200,Professional fees,"10,314.53",,m.laurent,07/01/2025 1:24:05 PM
,,,Purchase order 5028,2010,Accounts payable,,"10,314.53",,
07/02/2025,Expense,1411,Supplier invoice 4999,6300,Marketing,700.22,,a.varga,07/02/2025 8:01:21 AM
,,,Supplier invoice 4999,1010,Cash and cash equivalents:Operating account,,700.22,,
07/02/2025,Invoice,1462,Retainer 5096,1200,Accounts receivable,"8,091.76",,System Administrator,07/02/2025 1:23:05 PM
,,,Retainer 5096,4010,Revenue:Product,,"6,743.13",,
,,,Retainer 5096,2100,Sales tax payable,,"1,348.63",,
07/02/2025,Sales Receipt,1463,Retainer 5099,1010,Cash and cash equivalents:Operating account,604.84,,a.varga,07/02/2025 8:33:37 AM
,,,Retainer 5099,4010,Revenue:Product,,504.03,,
,,,Retainer 5099,2100,Sales tax payable,,100.81,,
07/04/2025,Payment,1435,Customer payment 5046,1010,Cash and cash equivalents:Operating account,"20,303.12",,d.okonkwo,07/04/2025 7:30:15 AM
,,,Customer payment 5046,1200,Accounts receivable,,"20,303.12",,
07/04/2025,Invoice,1447,Progress billing 5069,1200,Accounts receivable,"12,512.39",,s.pettersen,07/04/2025 7:28:02 PM
,,,Progress billing 5069,4020,Revenue:Services,,"10,426.99",,
,,,Progress billing 5069,2100,Sales tax payable,,"2,085.40",,
07/04/2025,Bill Payment (Check),1449,Payment to supplier 5073,2010,Accounts payable,"14,013.36",,d.okonkwo,07/04/2025 1:10:41 AM
,,,Payment to supplier 5073,1010,Cash and cash equivalents:Operating account,,"14,013.36",,
07/05/2025,Sales Receipt,1424,Retainer 5024,1010,Cash and cash equivalents:Operating account,209.12,,a.varga,07/05/2025 1:37:46 PM
,,,Retainer 5024,04010,Revenue:Product,,174.27,,
,,,Retainer 5024,2100,Sales tax payable,,34.85,,
07/05/2025,Invoice,1440,Licence renewal 5054,1200,Accounts receivable,"17,115.11",,d.okonkwo,07/05/2025 2:42:05 PM
,,,Licence renewal 5054,4010,Revenue:Product,,"14,262.59",,
,,,Licence renewal 5054,2100,Sales tax payable,,"2,852.52",,
07/06/2025,Invoice,1473,Retainer 5121,1200,Accounts receivable,"2,027.57",,s.pettersen,07/06/2025 7:38:03 AM
,,,Retainer 5121,4010,Revenue:Product,,"1,689.64",,
,,,Retainer 5121,2100,Sales tax payable,,337.93,,
07/07/2025,Journal Entry,1454,Prepaid release,6200,Professional fees,"2,333.78",,d.okonkwo,07/07/2025 5:06:10 PM
,,,Prepaid release,1410,Prepaid expenses:Software subscriptions,,"2,333.78",,
07/07/2025,Expense,1460,Monthly service 5092,6400,Travel and entertainment,"2,179.47",,a.varga,07/07/2025 5:57:06 PM
,,,Monthly service 5092,1010,Cash and cash equivalents:Operating account,,"2,179.47",,
07/08/2025,Invoice,1430,Progress billing 5037,1200,Accounts receivable,"12,313.91",,d.okonkwo,07/08/2025 9:14:49 PM
,,,Progress billing 5037,4020,Revenue:Services,,"10,261.59",,
,,,Progress billing 5037,2100,Sales tax payable,,"2,052.32",,
07/08/2025,Bill,1441,Purchase order 5056,6300,Marketing,"6,970.73",,d.okonkwo,07/08/2025 8:13:29 PM
,,,Purchase order 5056,2010,Accounts payable,,"6,970.73",,
07/08/2025,Bill,1467,Reimbursement 5109,6260,Software subscriptions:AI tools,"7,559.95",,s.pettersen,07/08/2025 11:27:37 AM
,,,Reimbursement 5109,2010,Accounts payable,,"7,559.95",,
07/08/2025,Bill,1474,Reimbursement 5124,6500,Bank charges,"7,856.46",,s.pettersen,07/08/2025 4:05:13 AM
,,,Reimbursement 5124,2010,Accounts payable,,"7,856.46",,
07/09/2025,Payment,1415,Customer payment 5003,1010,Cash and cash equivalents:Operating account,"19,512.80",,m.laurent,07/09/2025 4:40:06 AM
,,,Customer payment 5003,1200,Accounts receivable,,"19,512.80",,
07/09/2025,Journal Entry,1448,Accrual reversal,2050,Accrued liabilities,"1,522.98",,a.varga,07/09/2025 1:05:44 AM
,,,Accrual reversal,6200,Professional fees,,"1,522.98",,
07/09/2025,Expense,1472,Reimbursement 5120,6110,Utilities,159.19,,System Administrator,07/09/2025 4:37:23 PM
,,,Reimbursement 5120,1010,Cash and cash equivalents:Operating account,,159.19,,
07/10/2025,Expense,1469,Purchase order 5113,6300,Marketing,"1,497.07",,System Administrator,07/10/2025 11:30:35 AM
,,,Purchase order 5113,1010,Cash and cash equivalents:Operating account,,"1,497.07",,
07/10/2025,Invoice,1476,Retainer 5127,1200,Accounts receivable,"8,567.36",,d.okonkwo,07/10/2025 3:03:15 PM
,,,Retainer 5127,4010,Revenue:Product,,"7,139.47",,
,,,Retainer 5127,02100,Sales tax payable,,"1,427.89",,
07/11/2025,Bill,1414,Monthly service 5002,5010,Cost of sales:Materials,"6,884.85",,d.okonkwo,07/11/2025 7:08:58 PM
,,,Monthly service 5002,2010,Accounts payable,,"6,884.85",,
07/11/2025,Bill,1433,Supplier invoice 5043,05010,Cost of sales:Materials,"5,024.45",,System Administrator,07/11/2025 6:26:19 AM
,,,Supplier invoice 5043,2010,Accounts payable,,"5,024.45",,
07/12/2025,Deposit,1416,Bank deposit 5006,1010,Cash and cash equivalents:Operating account,770.32,,d.okonkwo,07/12/2025 3:03:02 AM
,,,Bank deposit 5006,2400,Deferred revenue,,770.32,,
07/12/2025,Bill,1438,Supplier invoice 5051,6400,Travel and entertainment,816.74,,a.varga,07/12/2025 4:47:48 PM
,,,Supplier invoice 5051,2010,Accounts payable,,816.74,,
07/12/2025,Bill,1468,Reimbursement 5111,5010,Cost of sales:Materials,"5,140.53",,System Administrator,07/12/2025 5:32:49 AM
,,,Reimbursement 5111,2010,Accounts payable,,"5,140.53",,
07/13/2025,Bill Payment (Check),1439,Payment to supplier 5053,2010,Accounts payable,"5,835.36",,d.okonkwo,07/13/2025 3:12:03 AM
,,,Payment to supplier 5053,1010,Cash and cash equivalents:Operating account,,"5,835.36",,
07/14/2025,Payment,1412,Customer payment 5000,1010,Cash and cash equivalents:Operating account,"4,027.90",,a.varga,07/14/2025 8:40:51 AM
,,,Customer payment 5000,1200,Accounts receivable,,"4,027.90",,
07/14/2025,Expense,1450,Reimbursement 5074,6400,Travel and entertainment,900.68,,d.okonkwo,07/14/2025 7:30:17 AM
,,,Reimbursement 5074,1010,Cash and cash equivalents:Operating account,,900.68,,
07/14/2025,Vendor Credit,1459,Supplier credit 5091,2010,Accounts payable,215.41,,d.okonkwo,07/14/2025 2:12:13 AM
,,,Supplier credit 5091,5010,Cost of sales:Materials,,215.41,,
07/14/2025,Payment,1475,Customer payment 5126,1010,Cash and cash equivalents:Operating account,"8,997.60",,a.varga,07/14/2025 12:41:55 AM
,,,Customer payment 5126,1200,Accounts receivable,,"8,997.60",,
07/15/2025,Payment,1466,Customer payment 5108,1010,Cash and cash equivalents:Operating account,"17,540.48",,s.pettersen,07/15/2025 6:07:59 PM
,,,Customer payment 5108,1200,Accounts receivable,,"17,540.48",,
07/16/2025,Invoice,1431,Progress billing 5039,1200,Accounts receivable,"9,785.80",,m.laurent,07/16/2025 5:11:24 AM
,,,Progress billing 5039,4020,Revenue:Services,,"8,154.83",,
,,,Progress billing 5039,2100,Sales tax payable,,"1,630.97",,
07/19/2025,Journal Entry,1471,Prepaid release,6200,Professional fees,"1,250.21",,m.laurent,07/19/2025 3:11:29 PM
,,,Prepaid release,1400,Prepaid expenses:Insurance,,"1,250.21",,
07/20/2025,Bill,1423,Supplier invoice 5022,5020,Cost of sales:Freight,"4,991.92",,s.pettersen,07/20/2025 4:57:42 PM
,,,Supplier invoice 5022,2010,Accounts payable,,"4,991.92",,
07/20/2025,Journal Entry,1443,Accrual reversal,02050,Accrued liabilities,"3,555.93",,s.pettersen,07/20/2025 5:30:14 PM
,,,Accrual reversal,5020,Cost of sales:Freight,,"3,555.93",,
07/20/2025,Bill Payment (Check),1458,Payment to supplier 5090,2010,Accounts payable,"9,239.58",,s.pettersen,07/20/2025 3:35:41 AM
,,,Payment to supplier 5090,1010,Cash and cash equivalents:Operating account,,"9,239.58",,
07/20/2025,Bill Payment (Check),1461,Payment to supplier 5093,2010,Accounts payable,"9,062.28",,d.okonkwo,07/20/2025 3:42:29 AM
,,,Payment to supplier 5093,1010,Cash and cash equivalents:Operating account,,"9,062.28",,
07/21/2025,Transfer,1419,Transfer between bank accounts,1020,Cash and cash equivalents:Payroll account,"7,087.90",,a.varga,07/21/2025 11:47:26 PM
,,,Transfer between bank accounts,1010,Cash and cash equivalents:Operating account,,"7,087.90",,
07/21/2025,Payment,1421,Customer payment 5017,1010,Cash and cash equivalents:Operating account,"12,324.62",,a.varga,07/21/2025 6:38:51 PM
,,,Customer payment 5017,1200,Accounts receivable,,,,
07/22/2025,Bill Payment (Check),1427,Payment to supplier 5029,02010,Accounts payable,"5,039.51","1,679.84",System Administrator,07/22/2025 2:33:02 PM
,,,Payment to supplier 5029,1010,Cash and cash equivalents:Operating account,,"5,039.51",,
07/22/2025,Invoice,1457,Licence renewal 5087,01200,Accounts receivable,"16,024.25",,System Administrator,07/22/2025 6:09:00 PM
,,,Licence renewal 5087,4020,Revenue:Services,,"13,353.54",,
,,,Licence renewal 5087,2100,Sales tax payable,,"2,670.71",,
07/23/2025,Invoice,1442,Invoice 2025-5058,01200,Accounts receivable,"9,761.80",,s.pettersen,07/23/2025 5:14:49 AM
,,,Invoice 2025-5058,4020,Revenue:Services,,"8,134.83",,
,,,Invoice 2025-5058,02100,Sales tax payable,,"1,626.97",,
07/23/2025,Expense,1455,Monthly service 5084,6200,Professional fees,"2,098.34",,d.okonkwo,07/23/2025 8:34:29 PM
,,,Monthly service 5084,1010,Cash and cash equivalents:Operating account,,"2,098.34",,
07/24/2025,Sales Receipt,1434,Licence renewal 5045,1010,Cash and cash equivalents:Operating account,"3,870.19",,d.okonkwo,07/24/2025 10:36:39 AM
,,,Licence renewal 5045,04010,Revenue:Product,,"3,225.16",,
,,,Licence renewal 5045,2100,Sales tax payable,,645.03,,
07/24/2025,Invoice,1444,Progress billing 5061,1200,Accounts receivable,"3,948.46",,m.laurent,07/24/2025 11:45:05 AM
,,,Progress billing 5061,4010,Revenue:Product,,"3,290.38",,
,,,Progress billing 5061,2100,Sales tax payable,,658.08,,
07/25/2025,Bill Payment (Check),1453,Payment to supplier 5082,2010,Accounts payable,"3,717.97",,m.laurent,07/25/2025 4:57:30 AM
,,,Payment to supplier 5082,1010,Cash and cash equivalents:Operating account,,"3,717.97",,
07/25/2025,Expense,1470,Monthly service 5116,6500,Bank charges,98.74,,System Administrator,07/25/2025 7:41:55 AM
,,,Monthly service 5116,1010,Cash and cash equivalents:Operating account,,98.74,,
07/26/2025,Deposit,1422,Bank deposit 5020,01010,Cash and cash equivalents:Operating account,"3,627.51",,System Administrator,07/26/2025 7:59:35 AM
,,,Bank deposit 5020,2400,Deferred revenue,,"3,627.51",,
07/26/2025,Transfer,1437,Transfer between bank accounts,1020,Cash and cash equivalents:Payroll account,"27,085.98",,s.pettersen,07/26/2025 1:57:18 AM
,,,Transfer between bank accounts,1010,Cash and cash equivalents:Operating account,,"27,085.98",,
07/26/2025,Invoice,1445,Licence renewal 5064,1200,Accounts receivable,"1,721.15",,s.pettersen,07/26/2025 2:13:12 PM
,,,Licence renewal 5064,4010,Revenue:Product,,"1,434.29",,
,,,Licence renewal 5064,2100,Sales tax payable,,286.86,,
07/26/2025,Bill Payment (Check),1465,Payment to supplier 5105,2010,Accounts payable,"7,980.87",,s.pettersen,07/26/2025 3:08:26 AM
,,,Payment to supplier 5105,1010,Cash and cash equivalents:Operating account,,"7,980.87",,
07/27/2025,Bill,1417,Monthly service 5009,6500,Bank charges,"6,375.81-",,s.pettersen,07/27/2025 12:33:03 PM
,,,Monthly service 5009,2010,Accounts payable,,"6,375.81-",,
07/27/2025,Payment,1418,Customer payment 5012,1010,Cash and cash equivalents:Operating account,730.24,,d.okonkwo,07/27/2025 12:12:17 AM
,,,Customer payment 5012,1200,Accounts receivable,,730.24,,
07/27/2025,Credit Memo,1451,Credit note 5077,4090,Sales discounts,329.98,,s.pettersen,07/27/2025 10:12:50 AM
,,,Credit note 5077,1200,Accounts receivable,,329.98,,
07/28/2025,Invoice,1425,Licence renewal 5026,1200,Accounts receivable,"3,578.52",,m.laurent,07/28/2025 11:30:36 PM
,,,Licence renewal 5026,4010,Revenue:Product,,"2,982.10",,
,,,Licence renewal 5026,2100,Sales tax payable,,596.42,,
07/29/2025,Expense,1436,Supplier invoice 5048,6250,Software subscriptions,44.84,,d.okonkwo,07/29/2025 11:48:48 AM
,,,Supplier invoice 5048,1010,Cash and cash equivalents:Operating account,,44.83,,
07/29/2025,Bill,1446,Reimbursement 5066,5020,Cost of sales:Freight,"4,979.58",,m.laurent,07/29/2025 4:05:21 PM
,,,Reimbursement 5066,2010,Accounts payable,,"4,979.58",,
07/29/2025,Journal Entry,1464,Deferred revenue release,2400,Deferred revenue,967.90,,m.laurent,07/29/2025 9:31:08 AM
,,,Deferred revenue release,4020,Revenue:Services,,967.90,,
07/30/2025,Bill Payment (Check),1413,Payment to supplier 5001,2010,Accounts payable,"8,385.17",,m.laurent,07/30/2025 2:53:58 PM
,,,Payment to supplier 5001,1010,Cash and cash equivalents:Operating account,,"8,385.17",,
07/30/2025,Deposit,1429,Bank deposit 5034,1010,Cash and cash equivalents:Operating account,"3,315.97",,m.laurent,07/30/2025 10:00:17 AM
,,,Bank deposit 5034,2400,Deferred revenue,,"3,315.97",,
07/30/2025,Invoice,1452,Progress billing 5080,1200,Accounts receivable,"10,699.08",,s.pettersen,07/30/2025 10:19:28 PM
,,,Progress billing 5080,4020,Revenue:Services,,"8,915.90",,
,,,Progress billing 5080,2100,Sales tax payable,,"1,783.18",,
07/30/2025,Bill,1456,Monthly service 5085,6400,Travel and entertainment,"8,241.62",,m.laurent,07/30/2025 11:55:28 PM
,,,Monthly service 5085,2010,Accounts payable,,"8,241.62",,
07/31/2025,Bill,1428,Supplier invoice 5032,5020,Cost of sales:Freight,91.10,,s.pettersen,07/31/2025 1:42:51 AM
,,,Supplier invoice 5032,2010,Accounts payable,,91.10,,
07/31/2025,Expense,1432,Supplier invoice 5040,6300,Marketing,"1,681.18",,System Administrator,07/31/2025 7:54:56 PM
,,,Supplier invoice 5040,1010,Cash and cash equivalents:Operating account,,"1,681.18",,
,,,Total for July 2025,,,"407,127.69","407,127.69",,
08/01/2025,Bill,1509,Monthly service 5186,5010,Cost of sales:Materials,711.82,,m.laurent,08/01/2025 6:01:53 PM
,,,Monthly service 5186,2010,Accounts payable,,711.82,,
08/01/2025,Sales Receipt,1534,Invoice 2025-5236,1010,Cash and cash equivalents:Operating account,511.27,,System Administrator,08/01/2025 4:16:18 AM
,,,Invoice 2025-5236,4010,Revenue:Product,,426.06,,
,,,Invoice 2025-5236,2100,Sales tax payable,,85.21,,
08/02/2025,Invoice,1483,Progress billing 5138,1200,Accounts receivable,"17,344.09",,d.okonkwo,08/02/2025 12:13:58 PM
,,,Progress billing 5138,4010,Revenue:Product,,"14,453.41",,
,,,Progress billing 5138,2100,Sales tax payable,,"2,890.68",,
08/02/2025,Expense,1502,Purchase order 5174,6500,Bank charges,202.32,,d.okonkwo,08/02/2025 1:01:26 PM
,,,Purchase order 5174,1010,Cash and cash equivalents:Operating account,,202.32,,
08/03/2025,Payment,1508,Customer payment 5185,1010,Cash and cash equivalents:Operating account,"2,139.07",,s.pettersen,08/03/2025 11:02:57 PM
,,,Customer payment 5185,1200,Accounts receivable,,"2,139.07",,
08/03/2025,Expense,1517,Supplier invoice 5203,6300,Marketing,798.34,,a.varga,08/03/2025 11:45:27 AM
,,,Supplier invoice 5203,1010,Cash and cash equivalents:Operating account,,798.34,,
08/04/2025,Bill Payment (Check),1478,Payment to supplier 5129,2010,Accounts payable,"1,037.04",,a.varga,08/04/2025 6:02:21 PM
,,,Payment to supplier 5129,1010,Cash and cash equivalents:Operating account,,"1,037.04",,
08/04/2025,Bill Payment (Check),1520,Payment to supplier 5208,2010,Accounts payable,"1,108.53",,m.laurent,08/04/2025 2:33:40 AM
,,,Payment to supplier 5208,1010,Cash and cash equivalents:Operating account,,"1,108.53",,
08/05/2025,Sales Receipt,1480,Licence renewal 5133,1010,Cash and cash equivalents:Operating account,"2,304.37",,d.okonkwo,08/05/2025 5:00:01 AM
,,,Licence renewal 5133,4010,Revenue:Product,,"1,920.31",,
,,,Licence renewal 5133,2100,Sales tax payable,,384.06,,
08/05/2025,Invoice,1499,Licence renewal 5169,1200,Accounts receivable,"13,599.58-",,d.okonkwo,08/05/2025 7:43:29 PM
,,,Licence renewal 5169,04030,Revenue:Support,,"11,332.98-",,
,,,Licence renewal 5169,2100,Sales tax payable,,"2,266.60-",,
08/05/2025,Bill Payment (Check),1503,Payment to supplier 5176,2010,Accounts payable,"5,457.07",,System Administrator,08/05/2025 9:07:03 AM
,,,Payment to supplier 5176,1010,Cash and cash equivalents:Operating account,,"5,457.07",,
08/05/2025,Payment,1528,Customer payment 5225,1010,Cash and cash equivalents:Operating account,"16,412.76",,m.laurent,08/05/2025 7:39:20 PM
,,,Customer payment 5225,1200,Accounts receivable,,"16,412.76",,
08/06/2025,Sales Receipt,1479,Retainer 5132,1010,Cash and cash equivalents:Operating account,"1,164.56",,d.okonkwo,08/06/2025 8:11:50 PM
,,,Retainer 5132,4010,Revenue:Product,,970.47,,
,,,Retainer 5132,2100,Sales tax payable,,194.09,,
08/06/2025,Transfer,1519,Transfer between bank accounts,1020,Cash and cash equivalents:Payroll account,"40,197.48",,s.pettersen,08/06/2025 8:01:42 PM
,,,Transfer between bank accounts,1010,Cash and cash equivalents:Operating account,,"40,197.48",,
08/07/2025,Transfer,1489,Transfer between bank accounts,1020,Cash and cash equivalents:Payroll account,"17,489.01",,a.varga,08/07/2025 1:14:30 AM
,,,Transfer between bank accounts,1010,Cash and cash equivalents:Operating account,,"17,489.01",,
08/07/2025,Credit Memo,1529,Credit note 5227,4090,Sales discounts,527.36,,s.pettersen,08/07/2025 3:17:25 PM
,,,Credit note 5227,1200,Accounts receivable,,527.36,,
08/07/2025,Bill,1532,Purchase order 5231,6110,Utilities,"9,769.71",,s.pettersen,08/07/2025 11:42:25 PM
,,,Purchase order 5231,2010,Accounts payable,,"9,769.71",,
08/08/2025,Sales Receipt,1477,Retainer 5128,1010,Cash and cash equivalents:Operating account,"3,779.40",,d.okonkwo,08/08/2025 12:17:19 PM
,,,Retainer 5128,4010,Revenue:Product,,"3,149.50",,
,,,Retainer 5128,2100,Sales tax payable,,629.90,,
08/08/2025,Sales Receipt,1481,Licence renewal 5135,1010,Cash and cash equivalents:Operating account,"2,094.66",,s.pettersen,08/08/2025 6:39:44 PM
,,,Licence renewal 5135,4010,Revenue:Product,,"1,745.55",,
